tên hồ,Qve,Tqx,Qxt,Qxm
Đơn Dương,46.22,37.33,0.0,37.33
Đại Ninh,12.0,37.7,0.7,37.0
Hàm Thuận,97.78,122.07000000000001,2.9,119.17
Đa Mi,125.92,117.86,0.0,117.86
Thượng Kon Tum,13.58,27.78,0.0,27.78
Pleikrông,230.0,230.0,0.0,230.0
Ialy,347.0,242.0,0.0,242.0
Sê San 3,265.0,182.0,0.0,182.0
Sê San 3A,227.0,505.0,0.0,505.0
Sê San 4,660.0,440.0,0.0,440.0
Kanak,6.85,31.0,0.0,31.0
An Khê,34.39,49.0,4.0,45.0
Srêpốk 3,407.0,407.0,0.0,407.0
Buôn Kuốp,175.0,309.0,0.0,309.0
Buôn Tua Srah,121.0,172.0,0.0,172.0
Đồng Nai 3,170.73,144.61,0.0,144.61
Đồng Nai 4,144.7,179.1,2.5,176.6
Đơn Dương,39.38,30.49,0.0,30.49
Đại Ninh,16.0,31.7,0.7,31.0
Hàm Thuận,137.26,123.85000000000001,2.9,120.95
Đa Mi,131.43,126.7,0.0,126.7
Thượng Kon Tum,13.96,27.78,0.0,27.78
Pleikrông,228.0,228.0,0.0,228.0
Ialy,333.0,229.0,0.0,229.0
Sê San 3,235.0,466.0,0.0,466.0
Sê San 3A,495.0,593.0,0.0,593.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,5.55,31.0,0.0,31.0
An Khê,34.56,49.0,4.0,45.0
Srêpốk 3,388.0,407.0,0.0,407.0
Buôn Kuốp,255.0,309.0,0.0,309.0
Buôn Tua Srah,137.0,172.0,0.0,172.0
Đồng Nai 3,126.63,178.88,0.0,178.88
Đồng Nai 4,190.8,167.9,2.5,165.4
Đơn Dương,41.58,30.54,0.0,30.54
Đại Ninh,22.0,35.7,0.7,35.0
Hàm Thuận,88.59,122.11,2.9,119.21
Đa Mi,125.98,133.76,0.0,133.76
Thượng Kon Tum,18.91,27.78,0.0,27.78
Pleikrông,171.0,228.0,0.0,228.0
Ialy,275.0,327.0,0.0,327.0
Sê San 3,394.0,486.0,0.0,486.0
Sê San 3A,518.0,571.0,0.0,571.0
Sê San 4,610.0,610.0,0.0,610.0
Kanak,6.15,31.0,0.0,31.0
An Khê,35.46,52.0,4.0,48.0
Srêpốk 3,398.0,407.0,0.0,407.0
Buôn Kuốp,227.0,307.0,0.0,307.0
Buôn Tua Srah,169.0,172.0,0.0,172.0
Đồng Nai 3,159.09,185.22,0.0,185.22
Đồng Nai 4,201.59,205.35,2.5,202.85
Đơn Dương,52.28,30.49,0.0,30.49
Đại Ninh,9.0,47.7,0.7,47.0
Hàm Thuận,106.66,128.27,2.9,125.37
Đa Mi,132.28,133.94,0.0,133.94
Thượng Kon Tum,16.43,27.78,0.0,27.78
Pleikrông,114.0,228.0,0.0,228.0
Ialy,273.0,221.0,0.0,221.0
Sê San 3,240.0,446.0,0.0,446.0
Sê San 3A,452.0,530.0,0.0,530.0
Sê San 4,625.0,640.0,0.0,640.0
Kanak,6.15,31.0,0.0,31.0
An Khê,35.46,52.0,4.0,48.0
Srêpốk 3,407.0,407.0,0.0,407.0
Buôn Kuốp,255.0,309.0,0.0,309.0
Buôn Tua Srah,110.0,172.0,0.0,172.0
Đồng Nai 3,129.76,168.94,0.0,168.94
Đồng Nai 4,182.26,193.72,2.5,191.22
Đơn Dương,48.02,30.53,0.0,30.53
Đại Ninh,18.0,11.7,0.7,11.0
Hàm Thuận,66.07,126.41000000000001,2.9,123.51
Đa Mi,124.42,134.14,0.0,134.14
Thượng Kon Tum,16.18,26.82,0.0,26.82
Pleikrông,171.0,228.0,0.0,228.0
Ialy,347.0,243.0,0.0,243.0
Sê San 3,295.0,241.0,0.0,241.0
Sê San 3A,282.0,282.0,0.0,282.0
Sê San 4,366.0,660.0,0.0,660.0
Kanak,6.15,31.0,0.0,31.0
An Khê,35.46,52.0,4.0,48.0
Srêpốk 3,370.0,407.0,0.0,407.0
Buôn Kuốp,240.0,307.0,0.0,307.0
Buôn Tua Srah,90.0,172.0,0.0,172.0
Đồng Nai 3,144.56,170.68,0.0,170.68
Đồng Nai 4,180.42,191.88,2.5,189.38
Đơn Dương,66.31,37.28,0.0,37.28
Đại Ninh,39.0,41.7,0.7,41.0
Hàm Thuận,154.01,127.19000000000001,2.9,124.29
Đa Mi,132.37,129.32,0.0,129.32
Thượng Kon Tum,18.25,0.0,0.0,0.0
Pleikrông,228.0,228.0,0.0,228.0
Ialy,354.0,250.0,0.0,250.0
Sê San 3,285.0,477.0,0.0,477.0
Sê San 3A,509.0,587.0,0.0,587.0
Sê San 4,587.0,440.0,0.0,440.0
Kanak,9.61,0.0,0.0,0.0
An Khê,10.67,36.55,4.0,32.55
Srêpốk 3,407.0,407.0,0.0,407.0
Buôn Kuốp,164.0,310.0,0.0,310.0
Buôn Tua Srah,100.0,172.0,0.0,172.0
Đồng Nai 3,146.12,146.12,0.0,146.12
Đồng Nai 4,165.12,153.66,2.5,151.16
Đơn Dương,48.5,30.52,0.0,30.52
Đại Ninh,29.0,36.7,0.7,36.0
Hàm Thuận,79.69,126.62,2.9,123.72
Đa Mi,123.82,123.82,0.0,123.82
Thượng Kon Tum,16.48,27.78,0.0,27.78
Pleikrông,169.0,226.0,0.0,226.0
Ialy,307.0,203.0,0.0,203.0
Sê San 3,258.0,340.0,0.0,340.0
Sê San 3A,355.0,487.0,0.0,487.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,6.6,31.0,0.0,31.0
An Khê,33.52,30.6,4.0,26.6
Srêpốk 3,370.0,407.0,0.0,407.0
Buôn Kuốp,242.0,309.0,0.0,309.0
Buôn Tua Srah,90.0,172.0,0.0,172.0
Đồng Nai 3,172.12,146.0,0.0,146.0
Đồng Nai 4,177.12,188.58,2.5,186.08
Đơn Dương,39.83,30.69,0.0,30.69
Đại Ninh,47.0,52.7,0.7,52.0
Hàm Thuận,79.58,113.10000000000001,2.9,110.2
Đa Mi,116.64,119.97,0.0,119.97
Thượng Kon Tum,18.95,27.78,0.0,27.78
Pleikrông,169.0,226.0,0.0,226.0
Ialy,280.0,280.0,0.0,280.0
Sê San 3,322.0,252.0,0.0,252.0
Sê San 3A,257.0,257.0,0.0,257.0
Sê San 4,450.0,450.0,0.0,450.0
Kanak,7.48,31.0,0.0,31.0
An Khê,34.58,49.0,4.0,45.0
Srêpốk 3,421.0,405.0,0.0,405.0
Buôn Kuốp,215.0,309.0,0.0,309.0
Buôn Tua Srah,74.0,172.0,0.0,172.0
Đồng Nai 3,150.26,189.44,0.0,189.44
Đồng Nai 4,183.68,206.6,2.5,204.1
Đơn Dương,28.55,30.47,0.0,30.47
Đại Ninh,22.0,51.7,0.7,51.0
Hàm Thuận,80.15,129.08,2.9,126.18
Đa Mi,126.12,134.17,0.0,134.17
Thượng Kon Tum,16.48,27.78,0.0,27.78
Pleikrông,226.0,226.0,0.0,226.0
Ialy,352.0,197.0,0.0,197.0
Sê San 3,276.0,334.0,0.0,334.0
Sê San 3A,486.0,544.0,0.0,544.0
Sê San 4,513.0,660.0,0.0,660.0
Kanak,7.48,31.0,0.0,31.0
An Khê,34.58,49.0,4.0,45.0
Srêpốk 3,389.0,405.0,0.0,405.0
Buôn Kuốp,253.0,307.0,0.0,307.0
Buôn Tua Srah,80.0,172.0,0.0,172.0
Đồng Nai 3,132.8,145.88,0.0,145.88
Đồng Nai 4,166.5,189.41,2.5,186.91
Đơn Dương,15.28,30.47,0.0,30.47
Đại Ninh,21.0,54.7,0.7,54.0
Hàm Thuận,80.1,127.03,2.9,124.13
Đa Mi,124.95,131.34,0.0,131.34
Thượng Kon Tum,16.48,27.78,0.0,27.78
Pleikrông,283.0,226.0,0.0,226.0
Ialy,298.0,298.0,0.0,298.0
Sê San 3,334.0,243.0,0.0,243.0
Sê San 3A,252.0,282.0,0.0,282.0
Sê San 4,440.0,440.0,0.0,440.0
Kanak,7.48,31.0,0.0,31.0
An Khê,34.58,49.0,4.0,45.0
Srêpốk 3,372.0,405.0,0.0,405.0
Buôn Kuốp,200.0,307.0,0.0,307.0
Buôn Tua Srah,78.0,172.0,0.0,172.0
Đồng Nai 3,136.87,189.12,0.0,189.12
Đồng Nai 4,177.58,189.04,2.5,186.54
Đơn Dương,13.22,37.25,0.0,37.25
Đại Ninh,11.0,54.7,0.7,54.0
Hàm Thuận,54.01,127.76,2.9,124.86
Đa Mi,128.85,133.58,0.0,133.58
Thượng Kon Tum,13.99,27.78,0.0,27.78
Pleikrông,224.0,224.0,0.0,224.0
Ialy,351.0,298.0,0.0,298.0
Sê San 3,350.0,421.0,0.0,421.0
Sê San 3A,429.0,560.0,0.0,560.0
Sê San 4,440.0,440.0,0.0,440.0
Kanak,7.48,31.0,0.0,31.0
An Khê,34.58,49.0,4.0,45.0
Srêpốk 3,379.0,404.0,0.0,404.0
Buôn Kuốp,217.0,306.0,0.0,306.0
Buôn Tua Srah,51.0,174.0,0.0,174.0
Đồng Nai 3,136.87,189.12,0.0,189.12
Đồng Nai 4,198.1,198.1,2.5,195.6
Đơn Dương,57.5,37.31,0.0,37.31
Đại Ninh,30.0,54.7,0.7,54.0
Hàm Thuận,99.47,126.29,2.9,123.39
Đa Mi,124.9,132.96,0.0,132.96
Thượng Kon Tum,12.37,13.89,0.0,13.89
Pleikrông,153.0,210.0,0.0,210.0
Ialy,338.0,177.0,0.0,177.0
Sê San 3,200.0,354.0,0.0,354.0
Sê San 3A,358.0,388.0,0.0,388.0
Sê San 4,440.0,440.0,0.0,440.0
Kanak,7.48,31.0,0.0,31.0
An Khê,34.58,49.0,4.0,45.0
Srêpốk 3,253.0,202.0,0.0,202.0
Buôn Kuốp,165.0,125.0,0.0,125.0
Buôn Tua Srah,90.0,87.0,0.0,87.0
Đồng Nai 3,135.34,109.22,0.0,109.22
Đồng Nai 4,104.6,104.6,2.5,102.1
Đơn Dương,22.01,37.28,0.0,37.28
Đại Ninh,24.0,31.7,0.7,31.0
Hàm Thuận,243.18,62.16,2.9,59.26
Đa Mi,62.76,117.76,0.0,117.76
Thượng Kon Tum,11.24,27.78,0.0,27.78
Pleikrông,166.0,109.0,0.0,109.0
Ialy,311.0,311.0,0.0,311.0
Sê San 3,351.0,486.0,0.0,486.0
Sê San 3A,490.0,576.0,0.0,576.0
Sê San 4,440.0,440.0,0.0,440.0
Kanak,5.64,31.0,0.0,31.0
An Khê,34.48,49.0,4.0,45.0
Srêpốk 3,340.0,405.0,0.0,405.0
Buôn Kuốp,134.0,309.0,0.0,309.0
Buôn Tua Srah,87.0,172.0,0.0,172.0
Đồng Nai 3,116.95,64.71,0.0,64.71
Đồng Nai 4,134.43,154.35,2.5,151.85
Đơn Dương,30.94,37.29,0.0,37.29
Đại Ninh,16.0,43.7,0.7,43.0
Hàm Thuận,95.48,61.96,2.9,59.06
Đa Mi,62.36,128.47,0.0,128.47
Thượng Kon Tum,12.77,0.0,0.0,0.0
Pleikrông,277.0,220.0,0.0,220.0
Ialy,319.0,158.0,0.0,158.0
Sê San 3,205.0,421.0,0.0,421.0
Sê San 3A,479.0,559.0,0.0,559.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,7.31,31.0,0.0,31.0
An Khê,34.06,5.87,4.0,1.87
Srêpốk 3,481.0,327.0,36.0,291.0
Buôn Kuốp,229.0,200.0,0.0,200.0
Buôn Tua Srah,71.0,0.0,0.0,0.0
Đồng Nai 3,146.97,94.72,0.0,94.72
Đồng Nai 4,113.83,125.28,2.5,122.78
Đơn Dương,13.9,37.26,0.0,37.26
Đại Ninh,13.0,28.7,0.7,28.0
Hàm Thuận,120.72,127.42,3.9,123.52
Đa Mi,127.96,127.96,0.0,127.96
Thượng Kon Tum,14.74,13.17,0.0,13.17
Pleikrông,275.0,218.0,0.0,218.0
Ialy,341.0,125.0,0.0,125.0
Sê San 3,155.0,243.0,0.0,243.0
Sê San 3A,247.0,272.0,0.0,272.0
Sê San 4,440.0,660.0,0.0,660.0
Kanak,7.32,31.0,0.0,31.0
An Khê,33.33,7.75,4.0,3.75
Srêpốk 3,409.0,409.0,0.0,409.0
Buôn Kuốp,189.0,28.0,0.0,28.0
Buôn Tua Srah,165.0,65.0,0.0,65.0
Đồng Nai 3,144.47,39.98,0.0,39.98
Đồng Nai 4,119.95,74.12,2.5,71.62
Đơn Dương,46.54,37.65,0.0,37.65
Đại Ninh,11.0,51.7,0.7,51.0
Hàm Thuận,117.12,123.82000000000001,2.9,120.92
Đa Mi,143.37,130.59,0.0,130.59
Thượng Kon Tum,13.2,26.34,0.0,26.34
Pleikrông,286.0,172.0,0.0,172.0
Ialy,303.0,140.0,0.0,140.0
Sê San 3,150.0,0.0,0.0,0.0
Sê San 3A,22.0,0.0,0.0,0.0
Sê San 4,146.0,440.0,0.0,440.0
Kanak,7.02,31.0,0.0,31.0
An Khê,34.37,49.0,4.0,45.0
Srêpốk 3,480.0,406.0,0.0,406.0
Buôn Kuốp,253.0,311.0,0.0,311.0
Buôn Tua Srah,296.0,302.9,130.9,172.0
Đồng Nai 3,133.42,94.24,0.0,94.24
Đồng Nai 4,109.73,98.27,2.5,95.77
Đơn Dương,48.63,57.59,0.0,57.59
Đại Ninh,10.0,46.7,0.7,46.0
Hàm Thuận,98.92,119.03,2.9,116.13
Đa Mi,120.06,124.78,0.0,124.78
Thượng Kon Tum,13.62,14.97,0.0,14.97
Pleikrông,218.0,218.0,0.0,218.0
Ialy,339.0,230.0,0.0,230.0
Sê San 3,245.0,92.0,0.0,92.0
Sê San 3A,0.0,0.0,0.0,0.0
Sê San 4,682.0,535.0,0.0,535.0
Kanak,7.02,31.0,0.0,31.0
An Khê,34.37,49.0,4.0,45.0
Srêpốk 3,591.0,554.0,144.0,410.0
Buôn Kuốp,408.0,183.0,13.0,170.0
Buôn Tua Srah,277.0,312.8,140.8,172.0
Đồng Nai 3,173.49,29.81,0.0,29.81
Đồng Nai 4,81.9,116.3,2.5,113.8
Đơn Dương,57.27,37.63,0.0,37.63
Đại Ninh,20.0,21.7,0.7,21.0
Hàm Thuận,143.01,96.08000000000001,2.9,93.18
Đa Mi,108.82,133.66,0.0,133.66
Thượng Kon Tum,24.49,13.17,0.0,13.17
Pleikrông,279.0,216.0,0.0,216.0
Ialy,344.0,400.0,0.0,400.0
Sê San 3,486.0,486.0,0.0,486.0
Sê San 3A,494.0,564.0,0.0,564.0
Sê San 4,734.0,440.0,0.0,440.0
Kanak,7.02,31.0,0.0,31.0
An Khê,34.37,49.0,4.0,45.0
Srêpốk 3,696.0,696.0,288.0,408.0
Buôn Kuốp,422.0,495.0,186.0,309.0
Buôn Tua Srah,326.0,302.9,130.9,172.0
Đồng Nai 3,182.86,0.0,0.0,0.0
Đồng Nai 4,27.02,38.48,2.5,35.98
Đơn Dương,39.77,37.27,0.0,37.27
Đại Ninh,44.0,18.7,0.7,18.0
Hàm Thuận,228.19,127.62,2.9,124.72
Đa Mi,137.4,134.34,0.0,134.34
Thượng Kon Tum,42.82,0.0,0.0,0.0
Pleikrông,214.0,214.0,0.0,214.0
Ialy,312.0,368.0,0.0,368.0
Sê San 3,457.0,474.0,0.0,474.0
Sê San 3A,480.0,554.0,0.0,554.0
Sê San 4,733.0,660.0,0.0,660.0
Kanak,7.02,31.0,0.0,31.0
An Khê,34.37,49.0,4.0,45.0
Srêpốk 3,692.0,836.0,432.0,404.0
Buôn Kuốp,526.0,527.0,220.0,307.0
Buôn Tua Srah,316.0,302.9,130.9,172.0
Đồng Nai 3,133.11,93.93,0.0,93.93
Đồng Nai 4,114.31,79.93,2.5,77.43
Đơn Dương,46.95,24.54,0.0,24.54
Đại Ninh,35.0,11.7,0.7,11.0
Hàm Thuận,245.96,125.28,2.9,122.38
Đa Mi,130.59,135.3,0.0,135.3
Thượng Kon Tum,17.76,0.0,0.0,0.0
Pleikrông,275.0,212.0,0.0,212.0
Ialy,366.0,136.0,0.0,136.0
Sê San 3,223.0,227.0,0.0,227.0
Sê San 3A,245.0,245.0,0.0,245.0
Sê San 4,532.0,605.0,0.0,605.0
Kanak,7.02,31.0,0.0,31.0
An Khê,34.37,49.0,4.0,45.0
Srêpốk 3,680.0,710.0,306.0,404.0
Buôn Kuốp,523.0,523.0,216.0,307.0
Buôn Tua Srah,298.0,302.9,130.9,172.0
Đồng Nai 3,138.03,93.85,0.0,93.85
Đồng Nai 4,105.74,82.83,2.5,80.33
Đơn Dương,15.17,6.04,0.0,6.04
Đại Ninh,43.0,9.7,0.7,9.0
Hàm Thuận,232.83,165.79000000000002,50.0,115.79
Đa Mi,116.5,126.5,0.0,126.5
Thượng Kon Tum,21.65,4.79,0.0,4.79
Pleikrông,275.0,212.0,0.0,212.0
Ialy,436.0,376.0,0.0,376.0
Sê San 3,461.0,486.0,0.0,486.0
Sê San 3A,499.0,564.0,0.0,564.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,6.02,31.0,0.0,31.0
An Khê,34.67,4.0,4.0,0.0
Srêpốk 3,749.0,730.0,324.0,406.0
Buôn Kuốp,563.0,563.0,256.0,307.0
Buôn Tua Srah,267.0,276.8,104.8,172.0
Đồng Nai 3,195.92,0.0,0.0,0.0
Đồng Nai 4,13.96,2.5,2.5,0.0
Đơn Dương,28.69,37.24,0.0,37.24
Đại Ninh,25.0,34.7,0.7,34.0
Hàm Thuận,200.92,174.1,50.0,124.1
Đa Mi,126.25,131.7,0.0,131.7
Thượng Kon Tum,22.62,27.78,0.0,27.78
Pleikrông,336.0,210.0,0.0,210.0
Ialy,763.0,200.0,0.0,200.0
Sê San 3,261.0,260.0,0.0,260.0
Sê San 3A,488.0,282.0,0.0,282.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,27.9,32.5,0.0,32.5
An Khê,38.46,49.0,4.0,45.0
Srêpốk 3,783.0,802.0,396.0,406.0
Buôn Kuốp,540.0,527.0,220.0,307.0
Buôn Tua Srah,251.0,250.8,78.8,172.0
Đồng Nai 3,143.87,65.5,0.0,65.5
Đồng Nai 4,110.19,133.11,2.5,130.61
Đơn Dương,46.34,37.2,0.0,37.2
Đại Ninh,38.0,29.7,0.7,29.0
Hàm Thuận,246.4,172.65,50.0,122.65
Đa Mi,130.44,132.1,0.0,132.1
Thượng Kon Tum,19.74,27.78,0.0,27.78
Pleikrông,336.0,210.0,0.0,210.0
Ialy,408.0,408.0,0.0,408.0
Sê San 3,478.0,486.0,0.0,486.0
Sê San 3A,489.0,553.0,0.0,553.0
Sê San 4,899.0,899.0,224.0,675.0
Kanak,12.9,32.5,0.0,32.5
An Khê,38.64,49.0,4.0,45.0
Srêpốk 3,669.0,692.0,288.0,404.0
Buôn Kuốp,526.0,527.0,220.0,307.0
Buôn Tua Srah,205.0,224.5,52.5,172.0
Đồng Nai 3,158.66,145.6,0.0,145.6
Đồng Nai 4,173.32,196.24,2.5,193.74
Đơn Dương,44.14,37.21,0.0,37.21
Đại Ninh,41.0,43.7,0.7,43.0
Hàm Thuận,162.68,149.26999999999998,25.0,124.27
Đa Mi,127.88,132.6,0.0,132.6
Thượng Kon Tum,16.78,27.78,0.0,27.78
Pleikrông,334.0,208.0,0.0,208.0
Ialy,475.0,408.0,0.0,408.0
Sê San 3,455.0,486.0,0.0,486.0
Sê San 3A,520.0,570.0,0.0,570.0
Sê San 4,772.0,712.0,112.0,600.0
Kanak,14.4,32.5,0.0,32.5
An Khê,35.57,52.0,4.0,48.0
Srêpốk 3,584.0,584.0,180.0,404.0
Buôn Kuốp,490.0,453.0,146.0,307.0
Buôn Tua Srah,199.0,224.5,52.5,172.0
Đồng Nai 3,153.09,166.15,0.0,166.15
Đồng Nai 4,168.1,168.0,2.5,165.5
Đơn Dương,70.89,37.43,0.0,37.43
Đại Ninh,27.0,44.7,0.7,44.0
Hàm Thuận,148.89,148.89,25.0,123.89
Đa Mi,125.73,133.51,0.0,133.51
Thượng Kon Tum,16.81,27.78,0.0,27.78
Pleikrông,208.0,208.0,0.0,208.0
Ialy,341.0,408.0,0.0,408.0
Sê San 3,478.0,486.0,0.0,486.0
Sê San 3A,492.0,564.0,0.0,564.0
Sê San 4,733.0,660.0,0.0,660.0
Kanak,14.4,32.5,0.0,32.5
An Khê,35.57,52.0,4.0,48.0
Srêpốk 3,551.0,551.0,144.0,407.0
Buôn Kuốp,432.0,419.0,110.0,309.0
Buôn Tua Srah,181.0,198.3,26.3,172.0
Đồng Nai 3,188.52,175.46,0.0,175.46
Đồng Nai 4,169.26,192.18,2.5,189.68
Đơn Dương,59.59,37.29,0.0,37.29
Đại Ninh,35.0,44.7,0.7,44.0
Hàm Thuận,156.83,150.13,25.0,125.13
Đa Mi,126.97,133.52,0.0,133.52
Thượng Kon Tum,16.38,27.78,0.0,27.78
Pleikrông,208.0,208.0,0.0,208.0
Ialy,337.0,404.0,0.0,404.0
Sê San 3,469.0,486.0,0.0,486.0
Sê San 3A,498.0,564.0,0.0,564.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,14.4,32.5,0.0,32.5
An Khê,35.57,52.0,4.0,48.0
Srêpốk 3,579.0,551.0,144.0,407.0
Buôn Kuốp,405.0,419.0,110.0,309.0
Buôn Tua Srah,185.0,198.3,26.3,172.0
Đồng Nai 3,110.77,71.59,0.0,71.59
Đồng Nai 4,122.68,179.97,2.5,177.47
Đơn Dương,53.46,37.26,0.0,37.26
Đại Ninh,43.0,49.7,0.7,49.0
Hàm Thuận,102.88,149.81,25.0,124.81
Đa Mi,127.14,133.52,0.0,133.52
Thượng Kon Tum,16.85,27.78,0.0,27.78
Pleikrông,332.0,206.0,0.0,206.0
Ialy,404.0,404.0,0.0,404.0
Sê San 3,490.0,486.0,0.0,486.0
Sê San 3A,525.0,564.0,0.0,564.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,12.7,32.5,0.0,32.5
An Khê,34.61,49.0,4.0,45.0
Srêpốk 3,495.0,514.0,107.0,407.0
Buôn Kuốp,398.0,345.0,37.0,308.0
Buôn Tua Srah,136.0,172.0,0.0,172.0
Đồng Nai 3,139.94,9.32,0.0,9.32
Đồng Nai 4,123.72,135.18,2.5,132.68
Đơn Dương,46.89,37.51,0.0,37.51
Đại Ninh,40.0,40.7,0.7,40.0
Hàm Thuận,148.82,148.82,25.0,123.82
Đa Mi,131.8,133.47,0.0,133.47
Thượng Kon Tum,16.83,27.78,0.0,27.78
Pleikrông,346.0,206.0,0.0,206.0
Ialy,472.0,404.0,0.0,404.0
Sê San 3,449.0,486.0,0.0,486.0
Sê San 3A,523.0,565.0,0.0,565.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,12.5,31.0,0.0,31.0
An Khê,36.47,49.0,4.0,45.0
Srêpốk 3,421.0,407.0,0.0,407.0
Buôn Kuốp,309.0,309.0,0.0,309.0
Buôn Tua Srah,141.0,172.0,0.0,172.0
Đồng Nai 3,147.42,186.6,0.0,186.6
Đồng Nai 4,197.34,185.88,2.5,183.38
Đơn Dương,46.59,37.21,0.0,37.21
Đại Ninh,35.0,24.7,0.7,24.0
Hàm Thuận,132.21,145.62,25.0,120.62
Đa Mi,120.65,132.61,0.0,132.61
Thượng Kon Tum,13.94,27.78,0.0,27.78
Pleikrông,274.0,204.0,0.0,204.0
Ialy,404.0,404.0,0.0,404.0
Sê San 3,486.0,486.0,0.0,486.0
Sê San 3A,492.0,564.0,0.0,564.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,12.5,31.0,0.0,31.0
An Khê,36.47,49.0,4.0,45.0
Srêpốk 3,435.0,481.0,72.0,409.0
Buôn Kuốp,319.0,346.0,37.0,309.0
Buôn Tua Srah,158.0,198.3,26.3,172.0
Đồng Nai 3,155.78,181.9,0.0,181.9
Đồng Nai 4,181.12,204.04,2.5,201.54
Đơn Dương,46.88,37.5,0.0,37.5
Đại Ninh,21.0,16.7,0.7,16.0
Hàm Thuận,138.05,144.75,25.0,119.75
Đa Mi,120.53,133.19,0.0,133.19
Thượng Kon Tum,10.94,0.0,0.0,0.0
Pleikrông,344.0,204.0,0.0,204.0
Ialy,404.0,404.0,0.0,404.0
Sê San 3,454.0,486.0,0.0,486.0
Sê San 3A,495.0,564.0,0.0,564.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,13.4,32.5,0.0,32.5
An Khê,35.77,16.0,4.0,12.0
Srêpốk 3,427.0,446.0,36.0,410.0
Buôn Kuốp,363.0,348.0,37.0,311.0
Buôn Tua Srah,158.0,198.3,26.3,172.0
Đồng Nai 3,52.25,0.0,0.0,0.0
Đồng Nai 4,27.0,47.5,2.5,45.0
Đơn Dương,44.65,37.54,0.0,37.54
Đại Ninh,31.0,38.7,0.7,38.0
Hàm Thuận,100.1,147.03,25.0,122.03
Đa Mi,124.37,132.43,0.0,132.43
Thượng Kon Tum,16.86,27.78,0.0,27.78
Pleikrông,342.0,202.0,0.0,202.0
Ialy,404.0,404.0,0.0,404.0
Sê San 3,482.0,486.0,0.0,486.0
Sê San 3A,495.0,562.0,0.0,562.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,13.2,32.5,0.0,32.5
An Khê,36.77,29.12,4.0,25.12
Srêpốk 3,463.0,482.0,72.0,410.0
Buôn Kuốp,333.0,347.0,37.0,310.0
Buôn Tua Srah,196.0,198.3,26.3,172.0
Đồng Nai 3,177.56,138.37,0.0,138.37
Đồng Nai 4,155.97,178.89,2.5,176.39
Đơn Dương,46.59,37.21,0.0,37.21
Đại Ninh,28.0,41.7,0.7,41.0
Hàm Thuận,116.34,149.86,25.0,124.86
Đa Mi,125.31,131.7,0.0,131.7
Thượng Kon Tum,13.96,20.83,0.0,20.83
Pleikrông,272.0,202.0,0.0,202.0
Ialy,404.0,404.0,0.0,404.0
Sê San 3,486.0,486.0,0.0,486.0
Sê San 3A,516.0,535.0,0.0,535.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,13.2,32.5,0.0,32.5
An Khê,36.77,29.12,4.0,25.12
Srêpốk 3,471.0,443.0,36.0,407.0
Buôn Kuốp,363.0,348.0,37.0,311.0
Buôn Tua Srah,220.0,198.3,26.3,172.0
Đồng Nai 3,130.62,0.0,0.0,0.0
Đồng Nai 4,20.31,99.39,2.5,96.89
Đơn Dương,44.3,37.2,0.0,37.2
Đại Ninh,15.0,46.7,0.7,46.0
Hàm Thuận,96.36,150.0,25.0,125.0
Đa Mi,125.42,133.48,0.0,133.48
Thượng Kon Tum,16.85,27.78,0.0,27.78
Pleikrông,272.0,202.0,0.0,202.0
Ialy,404.0,404.0,0.0,404.0
Sê San 3,461.0,486.0,0.0,486.0
Sê San 3A,533.0,564.0,0.0,564.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,11.7,32.5,0.0,32.5
An Khê,36.62,46.0,4.0,42.0
Srêpốk 3,518.0,518.0,108.0,410.0
Buôn Kuốp,375.0,346.0,37.0,309.0
Buôn Tua Srah,167.0,198.3,26.3,172.0
Đồng Nai 3,130.62,0.0,0.0,0.0
Đồng Nai 4,79.84,125.68,2.5,123.18
Đơn Dương,55.85,37.39,0.0,37.39
Đại Ninh,27.0,46.7,0.7,46.0
Hàm Thuận,123.32,150.14,25.0,125.14
Đa Mi,125.43,133.48,0.0,133.48
Thượng Kon Tum,21.66,27.78,0.0,27.78
Pleikrông,340.0,200.0,0.0,200.0
Ialy,404.0,404.0,0.0,404.0
Sê San 3,420.0,486.0,0.0,486.0
Sê San 3A,520.0,559.0,0.0,559.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,13.0,33.0,0.0,33.0
An Khê,37.39,46.0,4.0,42.0
Srêpốk 3,460.0,479.0,72.0,407.0
Buôn Kuốp,333.0,348.0,38.0,310.0
Buôn Tua Srah,159.0,172.0,0.0,172.0
Đồng Nai 3,91.43,0.0,0.0,0.0
Đồng Nai 4,7.73,7.73,2.5,5.23
Đơn Dương,53.83,37.21,0.0,37.21
