tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Vĩnh Sơn B,12/10 23:00,818.81,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,12/10 23:00,975.46,981.0,971.3,4.88,0.0,0.0,,0,0
Sông Tranh 2,12/10 23:00,154.75,175.0,140.0,106.26,214.7,5.7,209.0,0,0
Sông Ba Hạ,12/10 23:00,102.86,105.0,101.0,464.0,450.0,50.0,400.0,0,1
Sông Hinh,12/10 23:00,198.76,209.0,196.0,25.85,25.85,0.0,25.85,0,0
A Vương,13/10 23:00,372.19,380.0,340.0,63.2,63.2,0.0,63.2,0,0
Sông Bung 2,13/10 23:00,600.02,605.0,565.0,59.72,59.72,27.08,32.64,0,1
Vĩnh Sơn A,13/10 23:00,771.31,775.0,765.0,12.26,9.0,0.0,9.0,0,0
Sông Bung 4,13/10 23:00,217.32,222.5,205.0,128.26,208.7,46.7,162.0,0,1
Vĩnh Sơn B,13/10 23:00,818.87,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,13/10 23:00,975.6,981.0,971.3,4.88,0.0,0.0,,0,0
Sông Tranh 2,13/10 23:00,154.64,175.0,140.0,112.12,202.51,5.7,196.81,0,0
Sông Ba Hạ,13/10 23:00,102.91,105.0,101.0,464.0,450.0,50.0,400.0,0,1
Sông Hinh,13/10 23:00,198.8,209.0,196.0,3.47,25.85,0.0,25.85,0,0
A Vương,14/10 23:00,372.46,380.0,340.0,44.87,67.6,0.0,67.6,0,0
Sông Bung 2,14/10 23:00,599.89,605.0,565.0,52.7,112.58,79.94,32.64,0,1
Vĩnh Sơn A,14/10 23:00,771.47,775.0,765.0,16.46,13.2,0.0,13.2,0,0
Sông Bung 4,14/10 23:00,217.32,222.5,205.0,128.26,208.7,46.7,162.0,0,1
Vĩnh Sơn B,14/10 23:00,818.92,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,14/10 23:00,975.74,981.0,971.3,4.88,0.0,0.0,,0,0
Sông Tranh 2,14/10 23:00,154.64,175.0,140.0,88.2,214.7,5.7,209.0,0,0
Sông Ba Hạ,14/10 23:00,102.9,105.0,101.0,464.0,450.0,50.0,400.0,0,1
Sông Hinh,14/10 23:00,198.85,209.0,196.0,25.85,25.85,0.0,25.85,0,0
A Vương,15/10 23:00,372.5,380.0,340.0,69.72,183.36,106.26,77.1,0,2
Sông Bung 2,15/10 23:00,597.9,605.0,565.0,144.68,197.9,165.26,32.64,0,3
Vĩnh Sơn A,15/10 23:00,771.45,775.0,765.0,9.94,13.2,0.0,13.2,0,0
Sông Bung 4,15/10 23:00,216.98,222.5,205.0,472.78,513.0,351.0,162.0,0,4
Vĩnh Sơn B,15/10 23:00,818.97,826.0,813.6,8.04,0.0,0.0,,0,0
