tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Buôn Kuốp,19/01 23:00,410.08,412.0,409.0,144.0,238.0,0.0,238.0,0,0
Buôn Tua Srah,19/01 23:00,486.23,487.5,465.0,28.0,86.0,0.0,86.0,0,0
Đồng Nai 3,19/01 23:00,588.6,590.0,570.0,45.37,89.04,0.0,89.04,0,0
Đồng Nai 4,19/01 23:00,475.49,476.0,474.0,95.2,141.0,2.5,138.5,0,0
Đơn Dương,19/01 23:00,1041.92,1042.0,1018.0,20.66,28.22,0.0,28.22,0,0
Đại Ninh,19/01 23:00,879.7,880.0,860.0,3.0,55.7,0.7,55.0,0,0
Hàm Thuận,19/01 23:00,600.87,605.0,575.0,13.52,93.97,2.9,91.07,0,0
Đa Mi,19/01 23:00,323.64,325.0,323.0,91.94,0.0,0.0,0.0,0,0
Pleikrông,20/01 23:00,569.97,570.0,537.0,56.0,91.0,0.0,91.0,0,0
Ialy,20/01 23:00,513.25,515.0,490.0,192.0,266.0,0.0,266.0,0,0
Sê San 3,20/01 23:00,304.09,304.5,303.2,274.0,395.0,0.0,395.0,0,0
Sê San 3A,20/01 23:00,238.93,239.0,238.5,400.0,281.0,0.0,281.0,0,0
Sê San 4,20/01 23:00,210.92,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,20/01 23:00,514.21,515.0,485.0,9.14,28.0,0.0,28.0,0,0
An Khê,20/01 23:00,428.56,429.0,427.0,8.53,4.0,4.0,0.0,0,1
Srêpốk 3,20/01 23:00,270.75,272.0,268.0,199.0,355.75,0.75,355.0,2,0
Buôn Kuốp,20/01 23:00,410.36,412.0,409.0,108.0,296.0,0.0,296.0,0,0
Buôn Tua Srah,20/01 23:00,486.18,487.5,465.0,40.0,86.0,0.0,86.0,0,0
Đồng Nai 3,20/01 23:00,588.56,590.0,570.0,74.56,89.12,0.0,89.12,0,0
Đồng Nai 4,20/01 23:00,475.51,476.0,474.0,87.15,155.9,2.5,153.4,0,0
Đơn Dương,20/01 23:00,1041.9,1042.0,1018.0,15.39,28.18,0.0,28.18,0,0
Đại Ninh,20/01 23:00,878.63,880.0,860.0,11.0,55.7,0.7,55.0,0,0
Hàm Thuận,20/01 23:00,600.77,605.0,575.0,19.33,93.11,2.9,90.21,0,0
Đa Mi,20/01 23:00,323.8,325.0,323.0,90.56,0.0,0.0,0.0,0,0
Pleikrông,21/01 23:00,569.98,570.0,537.0,99.0,99.0,0.0,99.0,0,0
Ialy,21/01 23:00,513.13,515.0,490.0,161.0,181.0,0.0,181.0,0,0
Sê San 3,21/01 23:00,303.23,304.5,303.2,190.0,85.0,0.0,85.0,0,0
Sê San 3A,21/01 23:00,238.94,239.0,238.5,66.0,231.0,0.0,231.0,0,0
Sê San 4,21/01 23:00,210.96,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,21/01 23:00,514.18,515.0,485.0,7.75,28.0,0.0,28.0,0,0
An Khê,21/01 23:00,428.49,429.0,427.0,25.56,46.0,4.0,42.0,0,1
Srêpốk 3,21/01 23:00,270.65,272.0,268.0,330.0,356.75,0.75,356.0,2,0
Buôn Kuốp,21/01 23:00,409.71,412.0,409.0,110.0,302.0,0.0,302.0,0,0
Buôn Tua Srah,21/01 23:00,486.13,487.5,465.0,45.0,86.0,0.0,86.0,0,0
Đồng Nai 3,21/01 23:00,588.52,590.0,570.0,60.0,89.12,0.0,89.12,0,0
Đồng Nai 4,21/01 23:00,475.56,476.0,474.0,94.2,2.5,2.5,0.0,0,0
Đơn Dương,21/01 23:00,1041.88,1042.0,1018.0,17.73,27.91,0.0,27.91,0,0
Đại Ninh,21/01 23:00,878.56,880.0,860.0,8.0,55.7,0.7,55.0,0,0
Hàm Thuận,21/01 23:00,600.68,605.0,575.0,13.54,93.99,2.9,91.09,0,0
Đa Mi,21/01 23:00,323.97,325.0,323.0,91.09,22.96,0.0,22.96,0,0
Pleikrông,22/01 23:00,569.97,570.0,537.0,80.0,65.0,0.0,65.0,0,0
Ialy,22/01 23:00,512.97,515.0,490.0,136.0,244.0,0.0,244.0,0,0
Sê San 3,22/01 23:00,304.45,304.5,303.2,251.0,243.0,0.0,243.0,0,0
Sê San 3A,22/01 23:00,238.89,239.0,238.5,243.0,282.0,0.0,282.0,0,0
Sê San 4,22/01 23:00,211.0,215.0,210.0,441.0,0.0,0.0,0.0,0,0
Kanak,22/01 23:00,514.13,515.0,485.0,7.33,28.0,0.0,28.0,0,0
An Khê,22/01 23:00,428.56,429.0,427.0,34.54,46.0,4.0,42.0,0,1
Srêpốk 3,22/01 23:00,270.58,272.0,268.0,258.0,206.74,0.74,206.0,2,0
Buôn Kuốp,22/01 23:00,409.2,412.0,409.0,136.0,187.0,0.0,187.0,0,0
Buôn Tua Srah,22/01 23:00,486.06,487.5,465.0,45.0,85.0,0.0,85.0,0,0
Đồng Nai 3,22/01 23:00,588.5,590.0,570.0,89.12,89.12,0.0,89.12,0,0
Đồng Nai 4,22/01 23:00,475.56,476.0,474.0,87.26,77.84,2.5,75.34,0,0
Đơn Dương,22/01 23:00,1041.83,1042.0,1018.0,15.09,27.88,0.0,27.88,0,0
Đại Ninh,22/01 23:00,878.48,880.0,860.0,12.0,55.7,0.7,55.0,0,0
Hàm Thuận,22/01 23:00,600.6,605.0,575.0,23.71,57.23,2.9,54.33,0,0
Đa Mi,22/01 23:00,324.05,325.0,323.0,54.33,6.0,0.0,6.0,0,0
Pleikrông,23/01 23:00,569.98,570.0,537.0,99.0,99.0,0.0,99.0,0,0
Ialy,23/01 23:00,512.91,515.0,490.0,142.0,269.0,0.0,269.0,0,0
Sê San 3,23/01 23:00,304.3,304.5,303.2,276.0,243.0,0.0,243.0,0,0
Sê San 3A,23/01 23:00,238.83,239.0,238.5,243.0,243.0,0.0,243.0,0,0
Sê San 4,23/01 23:00,210.94,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,23/01 23:00,514.06,515.0,485.0,7.75,28.0,0.0,28.0,0,0
An Khê,23/01 23:00,428.39,429.0,427.0,34.3,46.0,4.0,42.0,0,1
Srêpốk 3,23/01 23:00,270.56,272.0,268.0,158.0,181.74,0.74,181.0,2,0
Buôn Kuốp,23/01 23:00,409.74,412.0,409.0,128.0,141.0,0.0,141.0,0,0
Buôn Tua Srah,23/01 23:00,486.02,487.5,465.0,45.0,86.0,0.0,86.0,0,0
Đồng Nai 3,23/01 23:00,588.46,590.0,570.0,16.42,89.2,0.0,89.2,0,0
Đồng Nai 4,23/01 23:00,475.57,476.0,474.0,87.32,75.86,2.5,73.36,0,0
Đơn Dương,23/01 23:00,1041.78,1042.0,1018.0,22.6,27.54,0.0,27.54,0,0
Đại Ninh,23/01 23:00,878.42,880.0,860.0,13.0,55.7,0.7,55.0,0,0
Hàm Thuận,23/01 23:00,600.58,605.0,575.0,23.59,16.89,2.9,13.99,0,0
Đa Mi,23/01 23:00,324.13,325.0,323.0,15.13,32.91,0.0,32.91,0,0
Pleikrông,24/01 23:00,569.98,570.0,537.0,169.0,99.0,0.0,99.0,0,0
Ialy,24/01 23:00,512.91,515.0,490.0,137.0,181.0,0.0,181.0,0,0
Sê San 3,24/01 23:00,303.55,304.5,303.2,191.0,406.0,0.0,406.0,0,0
Sê San 3A,24/01 23:00,238.86,239.0,238.5,487.0,473.0,0.0,473.0,0,0
Sê San 4,24/01 23:00,211.05,215.0,210.0,534.0,240.0,0.0,240.0,0,0
Kanak,24/01 23:00,514.02,515.0,485.0,7.98,28.0,0.0,28.0,0,0
An Khê,24/01 23:00,428.44,429.0,427.0,12.61,4.0,4.0,0.0,0,1
Srêpốk 3,24/01 23:00,270.66,272.0,268.0,359.0,187.74,0.74,187.0,2,0
Buôn Kuốp,24/01 23:00,410.04,412.0,409.0,113.0,193.0,0.0,193.0,0,0
Buôn Tua Srah,24/01 23:00,485.98,487.5,465.0,24.0,87.0,0.0,87.0,0,0
Đồng Nai 3,24/01 23:00,588.41,590.0,570.0,89.2,89.2,0.0,89.2,0,0
Đồng Nai 4,24/01 23:00,475.63,476.0,474.0,88.99,77.53,2.5,75.03,0,0
Đơn Dương,24/01 23:00,1041.77,1042.0,1018.0,17.66,27.43,0.0,27.43,0,0
Đại Ninh,24/01 23:00,878.35,880.0,860.0,15.0,55.7,0.7,55.0,0,0
Hàm Thuận,24/01 23:00,600.59,605.0,575.0,9.6,2.9,2.9,0.0,0,0
Đa Mi,24/01 23:00,323.93,325.0,323.0,3.17,48.45,0.0,48.45,0,0
Pleikrông,25/01 23:00,569.98,570.0,537.0,170.0,198.0,0.0,198.0,0,0
Ialy,25/01 23:00,512.89,515.0,490.0,207.0,281.0,0.0,281.0,0,0
Sê San 3,25/01 23:00,303.31,304.5,303.2,294.0,395.0,0.0,395.0,0,0
Sê San 3A,25/01 23:00,238.88,239.0,238.5,208.0,239.0,0.0,239.0,0,0
Sê San 4,25/01 23:00,211.09,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,25/01 23:00,513.97,515.0,485.0,7.83,28.0,0.0,28.0,0,0
An Khê,25/01 23:00,428.44,429.0,427.0,34.67,46.0,4.0,42.0,0,1
Srêpốk 3,25/01 23:00,270.61,272.0,268.0,327.0,206.74,0.74,206.0,2,0
Buôn Kuốp,25/01 23:00,409.62,412.0,409.0,83.0,300.0,0.0,300.0,0,0
Buôn Tua Srah,25/01 23:00,485.92,487.5,465.0,30.0,87.0,0.0,87.0,0,0
Đồng Nai 3,25/01 23:00,588.36,590.0,570.0,45.61,89.28,0.0,89.28,0,0
Đồng Nai 4,25/01 23:00,475.6,476.0,474.0,88.9,54.6,2.5,52.1,0,0
Đơn Dương,25/01 23:00,1041.72,1042.0,1018.0,20.27,27.83,0.0,27.83,0,0
Đại Ninh,25/01 23:00,878.26,880.0,860.0,13.0,55.7,0.7,55.0,0,0
Hàm Thuận,25/01 23:00,600.47,605.0,575.0,25.6,52.42,2.9,49.52,0,0
Đa Mi,25/01 23:00,324.19,325.0,323.0,51.64,40.25,0.0,40.25,0,0
Pleikrông,26/01 23:00,569.98,570.0,537.0,198.0,198.0,0.0,198.0,0,0
Ialy,26/01 23:00,512.86,515.0,490.0,259.0,185.0,0.0,185.0,0,0
Sê San 3,26/01 23:00,303.94,304.5,303.2,198.0,252.0,0.0,252.0,0,0
Sê San 3A,26/01 23:00,238.86,239.0,238.5,243.0,243.0,0.0,243.0,0,0
Sê San 4,26/01 23:00,211.2,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,26/01 23:00,513.88,515.0,485.0,6.83,28.0,0.0,28.0,0,0
An Khê,26/01 23:00,428.28,429.0,427.0,35.67,46.0,4.0,42.0,0,1
Srêpốk 3,26/01 23:00,270.52,272.0,268.0,7.0,206.74,0.74,206.0,2,0
Buôn Kuốp,26/01 23:00,409.7,412.0,409.0,115.0,153.0,0.0,153.0,0,0
Buôn Tua Srah,26/01 23:00,485.86,487.5,465.0,36.0,87.0,0.0,87.0,0,0
Đồng Nai 3,26/01 23:00,588.31,590.0,570.0,89.29,89.29,0.0,89.29,0,0
Đồng Nai 4,26/01 23:00,475.33,476.0,474.0,88.68,157.43,2.5,154.93,0,0
Đơn Dương,26/01 23:00,1041.68,1042.0,1018.0,15.41,18.2,0.0,18.2,0,0
Đại Ninh,26/01 23:00,878.16,880.0,860.0,6.0,51.7,0.7,51.0,0,0
Hàm Thuận,26/01 23:00,600.35,605.0,575.0,20.79,27.49,2.9,24.59,0,0
Đa Mi,26/01 23:00,324.37,325.0,323.0,25.44,44.88,0.0,44.88,0,0
Pleikrông,27/01 23:00,569.98,570.0,537.0,68.0,25.0,0.0,25.0,0,0
Ialy,27/01 23:00,512.8,515.0,490.0,120.0,340.0,0.0,340.0,0,0
Sê San 3,27/01 23:00,303.5,304.5,303.2,348.0,320.0,0.0,320.0,0,0
Sê San 3A,27/01 23:00,238.76,239.0,238.5,244.0,221.0,0.0,221.0,0,0
Sê San 4,27/01 23:00,211.24,215.0,210.0,387.0,240.0,0.0,240.0,0,0
Kanak,27/01 23:00,513.81,515.0,485.0,8.21,28.0,0.0,28.0,0,0
An Khê,27/01 23:00,428.3,429.0,427.0,37.39,46.0,4.0,42.0,0,1
Srêpốk 3,27/01 23:00,270.43,272.0,268.0,6.0,201.74,0.74,201.0,2,0
Buôn Kuốp,27/01 23:00,409.49,412.0,409.0,124.0,150.0,0.0,150.0,0,0
Buôn Tua Srah,27/01 23:00,485.78,487.5,465.0,15.0,87.0,0.0,87.0,0,0
Đồng Nai 3,27/01 23:00,588.28,590.0,570.0,94.61,80.08,0.0,80.08,0,0
Đồng Nai 4,27/01 23:00,475.09,476.0,474.0,83.79,37.95,2.5,35.45,0,0
Đơn Dương,27/01 23:00,1041.64,1042.0,1018.0,79.84,27.4,0.0,27.4,0,0
Đại Ninh,27/01 23:00,878.1,880.0,860.0,11.0,32.7,0.7,32.0,0,0
Hàm Thuận,27/01 23:00,600.29,605.0,575.0,13.42,87.17,2.9,84.27,0,0
Đa Mi,27/01 23:00,324.24,325.0,323.0,85.95,92.34,0.0,92.34,0,0
Pleikrông,28/01 23:00,569.98,570.0,537.0,20.0,20.0,0.0,20.0,0,0
Ialy,28/01 23:00,512.75,515.0,490.0,75.0,275.0,0.0,275.0,0,0
Sê San 3,28/01 23:00,303.85,304.5,303.2,279.0,243.0,0.0,243.0,0,0
Sê San 3A,28/01 23:00,238.89,239.0,238.5,245.0,252.0,0.0,252.0,0,0
Sê San 4,28/01 23:00,211.16,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,28/01 23:00,513.74,515.0,485.0,7.69,28.0,0.0,28.0,0,0
An Khê,28/01 23:00,428.32,429.0,427.0,37.39,46.0,4.0,42.0,0,1
Srêpốk 3,28/01 23:00,270.41,272.0,268.0,40.0,169.74,0.74,169.0,2,0
Buôn Kuốp,28/01 23:00,409.85,412.0,409.0,125.0,125.0,0.0,125.0,0,0
Buôn Tua Srah,28/01 23:00,485.71,487.5,465.0,13.0,87.0,0.0,87.0,0,0
Đồng Nai 3,28/01 23:00,588.21,590.0,570.0,14.15,116.04,0.0,116.04,0,0
Đồng Nai 4,28/01 23:00,475.2,476.0,474.0,114.64,114.64,2.5,112.14,0,0
Đơn Dương,28/01 23:00,1041.6,1042.0,1018.0,17.3,27.48,0.0,27.48,0,0
Đại Ninh,28/01 23:00,878.02,880.0,860.0,4.0,52.7,0.7,52.0,0,0
Hàm Thuận,28/01 23:00,600.2,605.0,575.0,11.3,78.34,2.9,75.44,0,0
Đa Mi,28/01 23:00,324.16,325.0,323.0,75.9,90.04,0.0,90.04,0,0
Pleikrông,29/01 23:00,569.98,570.0,537.0,90.0,29.0,0.0,29.0,0,0
Ialy,29/01 23:00,512.69,515.0,490.0,89.0,205.0,0.0,205.0,0,0
Sê San 3,29/01 23:00,304.12,304.5,303.2,215.0,386.0,0.0,386.0,0,0
Sê San 3A,29/01 23:00,238.7,239.0,238.5,238.0,238.0,0.0,238.0,0,0
Sê San 4,29/01 23:00,211.07,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,29/01 23:00,513.67,515.0,485.0,8.22,28.0,0.0,28.0,0,0
An Khê,29/01 23:00,428.31,429.0,427.0,37.38,46.0,4.0,42.0,0,1
Srêpốk 3,29/01 23:00,270.41,272.0,268.0,24.0,153.74,0.74,153.0,2,0
Buôn Kuốp,29/01 23:00,410.76,412.0,409.0,119.0,119.0,0.0,119.0,0,0
Buôn Tua Srah,29/01 23:00,485.66,487.5,465.0,26.0,87.0,0.0,87.0,0,0
Đồng Nai 3,29/01 23:00,588.14,590.0,570.0,45.31,132.65,0.0,132.65,0,0
Đồng Nai 4,29/01 23:00,475.27,476.0,474.0,113.16,113.17,2.5,110.67,0,0
Đơn Dương,29/01 23:00,1041.54,1042.0,1018.0,15.07,27.86,0.0,27.86,0,0
Đại Ninh,29/01 23:00,877.94,880.0,860.0,8.0,55.7,0.7,55.0,0,0
Hàm Thuận,29/01 23:00,600.11,605.0,575.0,10.83,57.76,2.9,54.86,0,0
Đa Mi,29/01 23:00,324.08,325.0,323.0,56.21,91.77,0.0,91.77,0,0
Pleikrông,30/01 23:00,569.96,570.0,537.0,122.0,87.0,0.0,87.0,0,0
Ialy,30/01 23:00,512.72,515.0,490.0,185.0,314.0,0.0,314.0,0,0
Sê San 3,30/01 23:00,303.93,304.5,303.2,325.0,190.0,0.0,190.0,0,0
Sê San 3A,30/01 23:00,238.95,239.0,238.5,245.0,280.0,0.0,280.0,0,0
Sê San 4,30/01 23:00,211.02,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,30/01 23:00,513.61,515.0,485.0,7.45,28.0,0.0,28.0,0,0
An Khê,30/01 23:00,428.35,429.0,427.0,33.61,25.0,4.0,21.0,0,1
Srêpốk 3,30/01 23:00,270.57,272.0,268.0,32.0,187.74,0.74,187.0,2,0
Buôn Kuốp,30/01 23:00,410.44,412.0,409.0,98.0,152.0,0.0,152.0,0,0
Buôn Tua Srah,30/01 23:00,485.61,487.5,465.0,22.0,0.0,0.0,0.0,0,0
Đồng Nai 3,30/01 23:00,588.1,590.0,570.0,73.64,160.97,0.0,160.97,0,0
Đồng Nai 4,30/01 23:00,475.3,476.0,474.0,171.5,160.1,2.5,157.6,0,0
Đơn Dương,30/01 23:00,1041.47,1042.0,1018.0,15.06,27.85,0.0,27.85,0,0
Đại Ninh,30/01 23:00,877.88,880.0,860.0,11.0,55.7,0.7,55.0,0,0
Hàm Thuận,30/01 23:00,600.01,605.0,575.0,7.12,94.28,2.9,91.38,0,0
Đa Mi,30/01 23:00,324.0,325.0,323.0,92.51,92.52,0.0,92.52,0,0
Pleikrông,31/01 23:00,569.97,570.0,537.0,65.0,65.0,0.0,65.0,0,0
Ialy,31/01 23:00,512.64,515.0,490.0,110.0,329.0,0.0,329.0,0,0
Sê San 3,31/01 23:00,303.8,304.5,303.2,334.0,205.0,0.0,205.0,0,0
Sê San 3A,31/01 23:00,238.99,239.0,238.5,251.0,251.0,0.0,251.0,0,0
Sê San 4,31/01 23:00,210.97,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,31/01 23:00,513.58,515.0,485.0,6.98,28.0,0.0,28.0,0,0
An Khê,31/01 23:00,428.39,429.0,427.0,4.15,4.0,4.0,0.0,0,1
Srêpốk 3,31/01 23:00,270.58,272.0,268.0,218.0,153.74,0.74,153.0,2,0
Buôn Kuốp,31/01 23:00,409.96,412.0,409.0,74.0,152.0,0.0,152.0,0,0
Buôn Tua Srah,31/01 23:00,485.58,487.5,465.0,15.0,87.0,0.0,87.0,0,0
Đồng Nai 3,31/01 23:00,588.05,590.0,570.0,83.69,156.47,0.0,156.47,0,0
Đồng Nai 4,31/01 23:00,475.4,476.0,474.0,191.12,156.74,2.5,154.24,0,0
Đơn Dương,31/01 23:00,1041.4,1042.0,1018.0,9.68,27.71,0.0,27.71,0,0
Đại Ninh,31/01 23:00,877.79,880.0,860.0,8.0,55.7,0.7,55.0,0,0
Hàm Thuận,31/01 23:00,599.98,605.0,575.0,8.68,51.18,2.9,48.28,0,0
Đa Mi,31/01 23:00,323.99,325.0,323.0,48.41,32.3,0.0,32.3,0,0
Pleikrông,01/02 23:00,569.97,570.0,537.0,140.0,70.0,0.0,70.0,0,0
Ialy,01/02 23:00,512.55,515.0,490.0,113.0,238.0,0.0,238.0,0,0
Sê San 3,01/02 23:00,304.04,304.5,303.2,247.0,476.0,0.0,476.0,0,0
Sê San 3A,01/02 23:00,239.0,239.0,238.5,472.0,472.0,0.0,472.0,0,0
Sê San 4,01/02 23:00,211.03,215.0,210.0,534.0,240.0,0.0,240.0,0,0
Kanak,01/02 23:00,513.5,515.0,485.0,6.02,16.32,0.0,16.32,0,0
An Khê,01/02 23:00,428.34,429.0,427.0,33.72,46.0,4.0,42.0,0,1
Srêpốk 3,01/02 23:00,270.54,272.0,268.0,178.0,196.74,0.74,196.0,2,0
Buôn Kuốp,01/02 23:00,409.71,412.0,409.0,106.0,132.0,0.0,132.0,0,0
Buôn Tua Srah,01/02 23:00,485.44,487.5,465.0,3.0,174.0,0.0,174.0,0,0
Đồng Nai 3,01/02 23:00,587.96,590.0,570.0,4.35,179.02,0.0,179.02,0,0
Đồng Nai 4,01/02 23:00,475.47,476.0,474.0,186.4,163.5,2.5,161.0,0,0
Đơn Dương,01/02 23:00,1041.31,1042.0,1018.0,14.74,27.53,0.0,27.53,0,0
Đại Ninh,01/02 23:00,877.69,880.0,860.0,10.0,54.7,0.7,54.0,0,0
Hàm Thuận,01/02 23:00,599.91,605.0,575.0,16.73,34.94,2.9,32.04,0,0
Đa Mi,01/02 23:00,323.89,325.0,323.0,33.07,38.07,0.0,38.07,0,0
Pleikrông,02/02 23:00,569.98,570.0,537.0,70.0,70.0,0.0,70.0,0,0
Ialy,02/02 23:00,512.52,515.0,490.0,161.0,380.0,0.0,380.0,0,0
Sê San 3,02/02 23:00,303.93,304.5,303.2,388.0,322.0,0.0,322.0,0,0
Sê San 3A,02/02 23:00,238.77,239.0,238.5,243.0,243.0,0.0,243.0,0,0
Sê San 4,02/02 23:00,211.11,215.0,210.0,93.0,240.0,0.0,240.0,0,0
Kanak,02/02 23:00,513.43,515.0,485.0,7.54,28.0,0.0,28.0,0,0
An Khê,02/02 23:00,428.33,429.0,427.0,33.6,46.0,4.0,42.0,0,1
Srêpốk 3,02/02 23:00,270.38,272.0,268.0,146.0,206.74,0.74,206.0,2,0
Buôn Kuốp,02/02 23:00,409.83,412.0,409.0,101.0,152.0,0.0,152.0,0,0
Buôn Tua Srah,02/02 23:00,485.27,487.5,465.0,7.0,174.0,0.0,174.0,0,0
Đồng Nai 3,02/02 23:00,587.88,590.0,570.0,77.29,179.18,0.0,179.18,0,0
Đồng Nai 4,02/02 23:00,475.47,476.0,474.0,179.75,167.99,2.5,165.49,0,0
Đơn Dương,02/02 23:00,1041.23,1042.0,1018.0,14.75,27.54,0.0,27.54,0,0
Đại Ninh,02/02 23:00,877.58,880.0,860.0,6.0,55.7,0.7,55.0,0,0
Hàm Thuận,02/02 23:00,599.81,605.0,575.0,9.29,45.72,2.9,42.82,0,0
Đa Mi,02/02 23:00,323.88,325.0,323.0,43.6,41.93,0.0,41.93,0,0
Pleikrông,03/02 23:00,569.98,570.0,537.0,69.0,8.0,0.0,8.0,0,0
Ialy,03/02 23:00,512.44,515.0,490.0,97.0,205.0,0.0,205.0,0,0
Sê San 3,03/02 23:00,303.6,304.5,303.2,211.0,185.0,0.0,185.0,0,0
Sê San 3A,03/02 23:00,238.84,239.0,238.5,220.0,194.0,0.0,194.0,0,0
Sê San 4,03/02 23:00,211.15,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,03/02 23:00,513.34,515.0,485.0,6.74,28.0,0.0,28.0,0,0
An Khê,03/02 23:00,428.22,429.0,427.0,34.6,50.0,8.0,42.0,0,1
Srêpốk 3,03/02 23:00,270.36,272.0,268.0,125.0,338.74,0.74,338.0,2,0
Buôn Kuốp,03/02 23:00,409.74,412.0,409.0,100.0,279.0,0.0,279.0,0,0
Buôn Tua Srah,03/02 23:00,485.1,487.5,465.0,29.0,176.0,0.0,176.0,0,0
Đồng Nai 3,03/02 23:00,587.8,590.0,570.0,45.68,74.79,0.0,74.79,0,0
Đồng Nai 4,03/02 23:00,475.49,476.0,474.0,108.78,85.86,2.5,83.36,0,0
Đơn Dương,03/02 23:00,1041.17,1042.0,1018.0,12.12,27.53,0.0,27.53,0,0
Đại Ninh,03/02 23:00,877.47,880.0,860.0,11.0,42.7,0.7,42.0,0,0
Hàm Thuận,03/02 23:00,599.73,605.0,575.0,16.54,22.61,2.9,19.71,0,0
Đa Mi,03/02 23:00,323.83,325.0,323.0,22.28,38.39,0.0,38.39,0,0
Pleikrông,04/02 23:00,569.98,570.0,537.0,70.0,70.0,0.0,70.0,0,0
Ialy,04/02 23:00,512.42,515.0,490.0,152.0,379.0,0.0,379.0,0,0
Sê San 3,04/02 23:00,303.84,304.5,303.2,386.0,206.0,0.0,206.0,0,0
Sê San 3A,04/02 23:00,238.64,239.0,238.5,204.0,238.0,0.0,238.0,0,0
Sê San 4,04/02 23:00,211.26,215.0,210.0,828.0,240.0,0.0,240.0,0,0
Kanak,04/02 23:00,513.26,515.0,485.0,6.13,28.0,0.0,28.0,0,0
An Khê,04/02 23:00,428.16,429.0,427.0,29.46,50.0,8.0,42.0,0,1
Srêpốk 3,04/02 23:00,270.55,272.0,268.0,220.0,182.74,0.74,182.0,2,0
Buôn Kuốp,04/02 23:00,409.65,412.0,409.0,102.0,153.0,0.0,153.0,0,0
Buôn Tua Srah,04/02 23:00,484.94,487.5,465.0,56.0,176.0,0.0,176.0,0,0
Đồng Nai 3,04/02 23:00,587.74,590.0,570.0,92.0,179.34,0.0,179.34,0,0
Đồng Nai 4,04/02 23:00,475.49,476.0,474.0,181.1,181.4,2.5,178.9,0,0
Đơn Dương,04/02 23:00,1041.09,1042.0,1018.0,12.41,27.82,0.0,27.82,0,0
Đại Ninh,04/02 23:00,877.43,880.0,860.0,4.0,28.7,0.7,28.0,0,0
Hàm Thuận,04/02 23:00,599.65,605.0,575.0,15.31,57.81,2.9,54.91,0,0
Đa Mi,04/02 23:00,323.78,325.0,323.0,55.98,57.65,0.0,57.65,0,0
Pleikrông,05/02 23:00,569.97,570.0,537.0,140.0,95.0,0.0,95.0,0,5
Ialy,05/02 23:00,512.44,515.0,490.0,184.0,184.0,0.0,184.0,0,0
Sê San 3,05/02 23:00,303.95,304.5,303.2,190.0,141.0,0.0,141.0,0,0
Sê San 3A,05/02 23:00,238.73,239.0,238.5,179.0,213.0,0.0,213.0,0,0
Sê San 4,05/02 23:00,211.24,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,05/02 23:00,513.15,515.0,485.0,5.47,28.0,0.0,28.0,0,0
An Khê,05/02 23:00,428.15,429.0,427.0,34.39,46.0,4.0,42.0,0,1
Srêpốk 3,05/02 23:00,270.67,272.0,268.0,159.0,204.74,0.74,204.0,2,0
Buôn Kuốp,05/02 23:00,409.44,412.0,409.0,70.0,300.0,0.0,300.0,0,0
Buôn Tua Srah,05/02 23:00,484.76,487.5,465.0,53.0,178.0,0.0,178.0,0,0
Đồng Nai 3,05/02 23:00,587.65,590.0,570.0,14.6,138.4,0.0,138.4,0,0
Đồng Nai 4,05/02 23:00,475.45,476.0,474.0,158.54,181.46,2.5,178.96,0,0
Đơn Dương,05/02 23:00,1040.99,1042.0,1018.0,10.16,27.58,0.0,27.58,0,0
Đại Ninh,05/02 23:00,877.38,880.0,860.0,11.0,39.7,0.7,39.0,0,0
Hàm Thuận,05/02 23:00,599.56,605.0,575.0,15.13,94.06,2.9,91.16,0,0
Đa Mi,05/02 23:00,323.76,325.0,323.0,92.32,45.37,0.0,45.37,0,0
Pleikrông,06/02 23:00,569.96,570.0,537.0,170.0,198.0,0.0,198.0,0,0
Ialy,06/02 23:00,512.37,515.0,490.0,254.0,356.0,0.0,356.0,0,0
Sê San 3,06/02 23:00,304.47,304.5,303.2,367.0,350.0,0.0,350.0,0,0
Sê San 3A,06/02 23:00,238.94,239.0,238.5,322.0,281.0,0.0,281.0,0,0
Sê San 4,06/02 23:00,211.14,215.0,210.0,240.0,240.0,0.0,240.0,0,0
Kanak,06/02 23:00,513.07,515.0,485.0,6.05,28.0,0.0,28.0,0,0
An Khê,06/02 23:00,428.08,429.0,427.0,34.39,46.0,4.0,42.0,0,1
Srêpốk 3,06/02 23:00,270.94,272.0,268.0,26.0,206.75,0.75,206.0,2,0
Buôn Kuốp,06/02 23:00,409.61,412.0,409.0,89.0,153.0,0.0,153.0,0,0
Buôn Tua Srah,06/02 23:00,484.61,487.5,465.0,40.0,178.0,0.0,178.0,0,0
